team_raw,action,start,end,half,pos_x,pos_y,source_layer
Galatasaray (29205),Paslar adresi bulanlar,4711.27,4723.27,2,28.12,48.57,(2)_timeline
Galatasaray (29205),Set Hücumları,4712.27,4762.27,2,44.14,49.22,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4716.27,4728.27,2,15.82,33.31,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4716.27,4728.27,2,15.82,33.31,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4719.27,4731.27,2,21.07,49.22,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4719.27,4731.27,2,21.07,49.22,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4719.27,4731.27,2,21.07,49.22,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4719.27,4731.27,2,21.07,49.22,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4725.27,4737.27,2,47.0,31.6,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4725.27,4737.27,2,47.0,31.6,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4728.27,4740.27,2,64.57,5.96,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4728.27,4740.27,2,64.57,5.96,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4728.27,4740.27,2,64.57,5.96,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4728.27,4740.27,2,64.57,5.96,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4732.27,4744.27,2,79.5,3.33,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4732.27,4744.27,2,79.5,3.33,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4733.27,4745.27,2,78.55,8.86,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4733.27,4745.27,2,78.55,8.86,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4734.27,4746.27,2,77.11,3.33,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4734.27,4746.27,2,77.11,3.33,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4737.27,4749.27,2,68.27,19.38,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4737.27,4749.27,2,68.27,19.38,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4739.27,4751.27,2,74.25,32.39,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4739.27,4751.27,2,74.25,32.39,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4740.27,4752.27,2,77.35,17.14,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4740.27,4752.27,2,77.35,17.14,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4741.27,4753.27,2,68.03,19.64,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4741.27,4753.27,2,68.03,19.64,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4741.27,4753.27,2,68.03,19.64,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4741.27,4753.27,2,68.03,19.64,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4742.27,4754.27,2,79.03,26.61,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4742.27,4754.27,2,79.03,26.61,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4743.27,4755.27,2,68.75,21.87,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4743.27,4755.27,2,68.75,21.87,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4744.27,4756.27,2,70.54,15.17,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4744.27,4756.27,2,70.54,15.17,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4744.27,4756.27,2,70.54,15.17,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4745.27,4757.27,2,77.35,18.59,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4745.27,4757.27,2,77.35,18.59,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4749.27,4761.27,2,80.1,4.78,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4749.27,4761.27,2,80.1,4.78,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4750.27,4762.27,2,73.05,19.64,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4750.27,4762.27,2,73.05,19.64,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4750.27,4762.27,2,73.05,19.64,(2)_timeline
Galatasaray (29205),Kötü top kontrolü,4751.27,4763.27,2,83.33,20.95,(2)_timeline
Galatasaray (29205),Top Kaybı,4751.27,4763.27,2,83.33,20.95,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,4754.27,4766.27,2,7.45,43.1,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),4758.27,4770.27,2,7.69,36.4,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,4758.27,4770.27,2,7.69,36.4,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,4770.27,4782.27,2,23.23,9.83,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,4770.27,4782.27,2,23.23,9.83,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,4770.27,4782.27,2,23.23,9.83,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,4770.27,4782.27,2,83.57,25.22,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),4770.27,4782.27,2,23.23,9.83,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,4770.27,4782.27,2,23.23,9.83,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,4775.27,4787.27,2,21.43,42.78,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4777.27,4789.27,2,21.67,39.76,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4777.27,4789.27,2,21.67,39.76,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4777.27,4789.27,2,21.67,39.76,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4778.27,4790.27,2,35.41,41.47,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4778.27,4790.27,2,35.41,41.47,(2)_timeline
Galatasaray (29205),Set Hücumları,4781.27,4814.27,2,21.67,39.76,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4783.27,4795.27,2,34.94,48.96,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4783.27,4795.27,2,34.94,48.96,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4785.27,4797.27,2,39.95,38.31,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4785.27,4797.27,2,39.95,38.31,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4788.27,4800.27,2,41.87,23.58,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4788.27,4800.27,2,41.87,23.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4788.27,4800.27,2,41.87,23.58,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4790.27,4802.27,2,48.32,24.64,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4790.27,4802.27,2,48.32,24.64,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4791.27,4803.27,2,55.73,14.91,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4791.27,4803.27,2,55.73,14.91,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4795.27,4807.27,2,57.16,3.73,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4795.27,4807.27,2,57.16,3.73,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4799.27,4811.27,2,22.99,11.88,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4799.27,4811.27,2,22.99,11.88,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4799.27,4811.27,2,22.99,11.88,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4803.27,4815.27,2,31.23,24.5,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4803.27,4815.27,2,31.23,24.5,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4803.27,4815.27,2,31.23,24.5,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4803.27,4815.27,2,31.23,24.5,(2)_timeline
Galatasaray (29205),Başarılı driplingler,4806.27,4818.27,2,55.37,25.56,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,4806.27,4818.27,2,55.37,25.56,(2)_timeline
Caykur Rizespor (62850),Başarısız Top Kapma,4806.27,4818.27,2,55.37,25.56,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,4806.27,4818.27,2,55.37,25.56,(2)_timeline
Caykur Rizespor (62850),Faul,4806.27,4818.27,2,47.0,42.71,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4823.27,4835.27,2,63.85,17.14,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4823.27,4835.27,2,63.85,17.14,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4824.27,4836.27,2,57.28,24.5,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4824.27,4836.27,2,57.28,24.5,(2)_timeline
Galatasaray (29205),Set Hücumları,4827.27,4846.27,2,63.85,17.14,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4829.27,4841.27,2,48.68,18.59,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4829.27,4841.27,2,48.68,18.59,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4829.27,4841.27,2,48.68,18.59,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4829.27,4841.27,2,48.68,18.59,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4830.27,4842.27,2,66.36,20.95,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4830.27,4842.27,2,66.36,20.95,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4835.27,4847.27,2,67.32,3.73,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4835.27,4847.27,2,67.32,3.73,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,4837.27,4849.27,2,62.78,16.75,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,4837.27,4849.27,2,62.78,16.75,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4837.27,4849.27,2,62.78,16.75,(2)_timeline
Galatasaray (29205),Top Kaybı,4837.27,4849.27,2,74.13,20.69,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,4837.27,4849.27,2,62.78,16.75,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,4838.27,4850.27,2,30.87,47.31,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,4838.27,4850.27,2,30.87,47.31,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),4838.27,4850.27,2,30.87,47.31,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,4838.27,4850.27,2,30.87,47.31,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,4840.27,4852.27,2,35.65,45.99,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),4840.27,4852.27,2,35.65,45.99,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,4840.27,4852.27,2,35.65,45.99,(2)_timeline
Caykur Rizespor (62850),Top Taşıma,4842.27,4854.27,2,50.11,64.67,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,4842.27,4855.27,2,30.87,47.31,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),4845.27,4857.27,2,67.32,64.4,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,4845.27,4857.27,2,75.08,48.23,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,4845.27,4857.27,2,67.32,64.4,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,4847.27,4859.27,2,29.92,19.77,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4847.27,4859.27,2,29.92,19.77,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4847.27,4859.27,2,29.92,19.77,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4848.27,4860.27,2,36.61,6.21,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4848.27,4860.27,2,36.61,6.21,(2)_timeline
Galatasaray (29205),Kontra Ataklar,4851.27,4862.27,2,29.92,19.77,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4851.27,4863.27,2,31.83,11.86,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4851.27,4863.27,2,31.83,11.86,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4851.27,4863.27,2,31.83,11.86,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,4853.27,4865.27,2,40.19,1.87,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,4853.27,4865.27,2,40.19,1.87,(2)_timeline
Caykur Rizespor (62850),Faul,4854.27,4866.27,2,64.33,65.6,(2)_timeline
Galatasaray (29205),Yapılan Fauller,4854.27,4866.27,2,64.33,65.6,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4867.27,4879.27,2,44.61,3.71,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4867.27,4879.27,2,44.61,3.71,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4869.27,4881.27,2,35.17,17.26,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4869.27,4881.27,2,35.17,17.26,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4869.27,4881.27,2,35.17,17.26,(2)_timeline
Galatasaray (29205),Set Hücumları,4871.27,4909.27,2,44.61,3.71,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4873.27,4885.27,2,43.3,24.09,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4873.27,4885.27,2,43.3,24.09,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4874.27,4886.27,2,49.51,36.32,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4874.27,4886.27,2,49.51,36.32,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4876.27,4888.27,2,42.22,24.49,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4876.27,4888.27,2,42.22,24.49,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4877.27,4889.27,2,44.02,13.31,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4877.27,4889.27,2,44.02,13.31,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4878.27,4890.27,2,47.36,20.94,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4878.27,4890.27,2,47.36,20.94,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4880.27,4892.27,2,44.73,19.62,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4880.27,4892.27,2,44.73,19.62,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4884.27,4896.27,2,44.61,39.87,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),4884.27,4896.27,2,44.61,39.87,(2)_timeline
Galatasaray (29205),Uzun paslar,4884.27,4896.27,2,44.61,39.87,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4890.27,4902.27,2,64.81,3.32,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4890.27,4902.27,2,64.81,3.32,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4890.27,4902.27,2,64.81,3.32,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4894.27,4906.27,2,57.88,17.26,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4894.27,4906.27,2,57.88,17.26,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4894.27,4906.27,2,57.88,17.26,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4895.27,4907.27,2,61.58,22.12,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4895.27,4907.27,2,61.58,22.12,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4897.27,4909.27,2,69.59,15.81,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4897.27,4909.27,2,69.59,15.81,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4897.27,4909.27,2,69.59,15.81,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,4897.27,4909.27,2,69.59,15.81,(2)_timeline
Galatasaray (29205),3. Bölgede Başarılı Dripling,4899.27,4911.27,2,78.55,5.95,(2)_timeline
Galatasaray (29205),Başarılı driplingler,4899.27,4911.27,2,78.55,5.95,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,4899.27,4911.27,2,78.55,5.95,(2)_timeline
Caykur Rizespor (62850),Başarısız Top Kapma,4899.27,4911.27,2,78.55,5.95,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,4899.27,4911.27,2,78.55,5.95,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,4901.27,4913.27,2,78.19,16.6,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,4901.27,4913.27,2,78.19,16.6,(2)_timeline
Caykur Rizespor (62850),Faul,4901.27,4913.27,2,26.57,50.09,(2)_timeline
Galatasaray (29205),Yapılan Fauller,4901.27,4913.27,2,26.57,50.09,(2)_timeline
Galatasaray (29205),Başarısız Ceza Sahasına Paslar,4969.27,4981.27,2,78.07,16.47,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,4969.27,4981.27,2,78.07,16.47,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,4969.27,4981.27,2,78.07,16.47,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4969.27,4981.27,2,78.07,16.47,(2)_timeline
Galatasaray (29205),Top Kaybı,4969.27,4981.27,2,95.75,34.88,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,4969.27,4981.27,2,78.07,16.47,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,4971.27,4983.27,2,9.25,33.12,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,4971.27,4983.27,2,9.25,33.12,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),4971.27,4983.27,2,9.25,33.12,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,4971.27,4983.27,2,9.25,33.12,(2)_timeline
Galatasaray (29205),Serbest Vuruş hücumları,4973.27,4979.27,2,78.07,16.47,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,4973.27,4985.27,2,28.0,26.81,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),4973.27,4985.27,2,28.0,26.81,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,4973.27,4985.27,2,28.0,26.81,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,4975.27,4987.27,2,35.29,33.65,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,4975.27,4987.27,2,35.29,33.65,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),4975.27,4987.27,2,35.29,33.65,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,4975.27,4987.27,2,54.29,18.79,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,4975.27,4987.27,2,35.29,33.65,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4978.27,4990.27,2,50.71,49.21,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,4978.27,4990.27,2,50.71,49.21,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4978.27,4990.27,2,50.71,49.21,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4978.27,4990.27,2,50.71,49.21,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4981.27,4993.27,2,62.66,58.68,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4981.27,4993.27,2,62.66,58.68,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4981.27,4993.27,2,62.66,58.68,(2)_timeline
Galatasaray (29205),Set Hücumları,4982.27,5024.27,2,50.71,49.21,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,4984.27,4996.27,2,78.43,59.2,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4984.27,4996.27,2,78.43,59.2,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4984.27,4996.27,2,78.43,59.2,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4986.27,4998.27,2,83.09,61.31,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4986.27,4998.27,2,83.09,61.31,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4989.27,5001.27,2,72.45,59.73,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4989.27,5001.27,2,72.45,59.73,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4991.27,5003.27,2,68.87,52.23,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4991.27,5003.27,2,68.87,52.23,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4999.27,5011.27,2,71.02,33.56,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,4999.27,5011.27,2,71.02,33.56,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,5001.27,5013.27,2,68.27,23.83,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,5001.27,5013.27,2,68.27,23.83,(2)_timeline
Galatasaray (29205),Başarısız Driplingler,5001.27,5013.27,2,68.27,23.83,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,5001.27,5013.27,2,68.27,23.83,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,5002.27,5014.27,2,31.11,44.04,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),5002.27,5014.27,2,31.11,44.04,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,5002.27,5014.27,2,31.11,44.04,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,5002.27,5014.27,2,31.11,44.04,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,5005.27,5017.27,2,49.99,11.86,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,5005.27,5017.27,2,49.99,11.86,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,5006.27,5018.27,2,49.51,3.98,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),5006.27,5018.27,2,49.51,3.98,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,5006.27,5018.27,2,49.51,3.98,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,5007.27,5019.27,2,61.34,2.66,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),5007.27,5019.27,2,61.34,2.66,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,5007.27,5019.27,2,61.34,2.66,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),5010.27,5022.27,2,63.49,8.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,5010.27,5022.27,2,63.49,8.58,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,5011.27,5023.27,2,59.91,13.97,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),5011.27,5023.27,2,59.91,13.97,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,5011.27,5023.27,2,59.91,13.97,(2)_timeline
Galatasaray (29205),Top Taşıma,5012.27,5024.27,2,62.42,15.81,(2)_timeline
Galatasaray (29205),Başarısız Ceza Sahasına Paslar,5015.27,5027.27,2,76.4,23.04,(2)_timeline
Galatasaray (29205),Başarısız Kilit Paslar,5015.27,5027.27,2,76.4,23.04,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,5015.27,5027.27,2,76.4,23.04,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,5015.27,5027.27,2,76.4,23.04,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),5015.27,5027.27,2,76.4,23.04,(2)_timeline
Galatasaray (29205),Top Kaybı,5015.27,5027.27,2,93.36,27.25,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,5015.27,5027.27,2,76.4,23.04,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,5016.27,5028.27,2,17.49,38.12,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,5016.27,5028.27,2,17.49,38.12,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),5016.27,5028.27,2,17.49,38.12,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,5016.27,5028.27,2,17.49,38.12,(2)_timeline
Galatasaray (29205),Başarılı Top Kapma,5018.27,5030.27,2,23.11,38.78,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,5018.27,5030.27,2,23.11,38.78,(2)_timeline
Caykur Rizespor (62850),Başarısız Driplingler,5018.27,5030.27,2,23.11,38.78,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,5018.27,5030.27,2,23.11,38.78,(2)_timeline
Galatasaray (29205),3. Bölgede Başarısız Paslar,5021.27,5033.27,2,83.45,16.86,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,5021.27,5033.27,2,83.45,16.86,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,5021.27,5033.27,2,83.45,16.86,(2)_timeline
Galatasaray (29205),Başarısız Driplingler,5021.27,5033.27,2,83.45,16.86,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,5021.27,5033.27,2,83.45,16.86,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,5022.27,5034.27,2,28.6,50.09,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,5022.27,5034.27,2,28.6,50.09,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,5024.27,5036.27,2,69.71,8.05,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),5024.27,5036.27,2,69.71,8.05,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,5024.27,5036.27,2,69.71,8.05,(2)_timeline
