id,team,action,start,end,half,pos_x,pos_y
74,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),53.55,65.55,1,12.23,30.96
75,Galatasaray (29205),Paslar adresi bulanlar,53.55,65.55,1,12.23,30.96
76,Galatasaray (29205),Başarılı İleri Paslar,55.55,67.55,1,26.45,34.64
77,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),55.55,67.55,1,26.45,34.64
78,Galatasaray (29205),Paslar adresi bulanlar,55.55,67.55,1,26.45,34.64
79,Caykur Rizespor (62850),Başarılı Top Kapma,58.55,70.55,1,37.21,38.46
80,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,58.55,70.55,1,37.21,38.46
81,Galatasaray (29205),Başarısız Driplingler,58.55,70.55,1,37.21,38.46
82,Galatasaray (29205),Başarısız İkili Mücadeleler,58.55,70.55,1,37.21,38.46
83,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,59.55,71.55,1,58.24,23.23
84,Galatasaray (29205),Başarısız İkili Mücadeleler,59.55,71.55,1,58.24,23.23
85,Caykur Rizespor (62850),Set Hücumları,59.55,81.55,1,26.45,34.64
86,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),61.55,73.55,1,51.31,25.73
87,Caykur Rizespor (62850),Paslar adresi bulanlar,61.55,73.55,1,51.31,25.73
88,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),63.55,75.55,1,40.91,32.83
89,Caykur Rizespor (62850),Paslar adresi bulanlar,63.55,75.55,1,40.91,32.83
90,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),64.55,76.55,1,39.83,45.59
91,Caykur Rizespor (62850),Paslar adresi bulanlar,64.55,76.55,1,39.83,45.59
92,Caykur Rizespor (62850),Başarılı İleri Paslar,70.55,82.55,1,12.83,33.62
93,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),70.55,82.55,1,12.83,33.62
94,Caykur Rizespor (62850),Paslar adresi bulanlar,70.55,82.55,1,12.83,33.62
95,Caykur Rizespor (62850),İsabetli İlerletici Paslar,70.55,82.55,1,12.83,33.62
96,Galatasaray (29205),Başarılı İkili Mücadeleler,73.55,85.55,1,60.63,10.71
97,Galatasaray (29205),Başarılı İleri Paslar,73.55,85.55,1,60.63,10.71
98,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,73.55,85.55,1,60.63,10.71
99,Galatasaray (29205),Geri Kazanılan Toplar,73.55,85.55,1,60.63,10.71
100,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),73.55,85.55,1,60.63,10.71
101,Galatasaray (29205),Paslar adresi bulanlar,73.55,85.55,1,60.63,10.71
102,Galatasaray (29205),Rakip sahada geri kazanılan toplar,73.55,85.55,1,60.63,10.71
103,Caykur Rizespor (62850),Top Kaybı,73.55,85.55,1,44.37,57.29
104,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,73.55,85.55,1,44.37,57.29
105,Galatasaray (29205),İsabetli İlerletici Paslar,73.55,85.55,1,60.63,10.71
106,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),75.55,87.55,1,74.13,9.92
107,Galatasaray (29205),Paslar adresi bulanlar,75.55,87.55,1,74.13,9.92
108,Galatasaray (29205),Set Hücumları,77.55,100.55,1,60.63,10.71
109,Galatasaray (29205),Başarılı İleri Paslar,78.55,90.55,1,70.3,11.24
110,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),78.55,90.55,1,70.3,11.24
111,Galatasaray (29205),Paslar adresi bulanlar,78.55,90.55,1,70.3,11.24
112,Galatasaray (29205),İsabetli İlerletici Paslar,78.55,90.55,1,70.3,11.24
113,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),80.55,92.55,1,79.38,4.27
114,Galatasaray (29205),Paslar adresi bulanlar,80.55,92.55,1,79.38,4.27
115,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),81.55,93.55,1,69.23,8.08
116,Galatasaray (29205),Paslar adresi bulanlar,81.55,93.55,1,69.23,8.08
117,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),84.55,96.55,1,55.73,12.03
118,Galatasaray (29205),Paslar adresi bulanlar,84.55,96.55,1,55.73,12.03
119,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),87.55,99.55,1,44.85,50.82
120,Galatasaray (29205),Paslar adresi bulanlar,87.55,99.55,1,44.85,50.82
121,Galatasaray (29205),Başarılı İleri Paslar,90.55,102.55,1,47.96,64.62
122,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),90.55,102.55,1,47.96,64.62
123,Galatasaray (29205),Paslar adresi bulanlar,90.55,102.55,1,47.96,64.62
124,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),91.55,103.55,1,60.51,64.49
125,Galatasaray (29205),Paslar adresi bulanlar,91.55,103.55,1,60.51,64.49
126,Caykur Rizespor (62850),Faul,92.55,104.55,1,40.79,6.27
127,Galatasaray (29205),Rakibe Sarı Kartlar,92.55,104.55,1,41.03,6.14
128,Caykur Rizespor (62850),Sarı Kartlar,92.55,104.55,1,41.03,6.14
129,Galatasaray (29205),Yapılan Fauller,92.55,104.55,1,40.79,6.27
130,Galatasaray (29205),Başarısız Ceza Sahasına Paslar,141.55,153.55,1,67.91,64.62
131,Galatasaray (29205),Başarısız İleri Paslar,141.55,153.55,1,67.91,64.62
132,Galatasaray (29205),Başarısız İlerletici Paslar,141.55,153.55,1,67.91,64.62
133,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),141.55,153.55,1,67.91,64.62
134,Galatasaray (29205),Top Kaybı,141.55,153.55,1,91.93,37.8
135,Galatasaray (29205),İsabetsiz paslar,141.55,153.55,1,67.91,64.62
136,Caykur Rizespor (62850),Başarılı İleri Paslar,142.55,154.55,1,13.07,30.2
137,Caykur Rizespor (62850),Geri Kazanılan Toplar,142.55,154.55,1,13.07,30.2
138,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),142.55,154.55,1,13.07,30.2
139,Caykur Rizespor (62850),Paslar adresi bulanlar,142.55,154.55,1,13.07,30.2
140,Galatasaray (29205),Başarılı Top Kapma,144.55,156.55,1,31.59,20.73
141,Galatasaray (29205),Başarılı İkili Mücadeleler,144.55,156.55,1,31.59,20.73
142,Caykur Rizespor (62850),Başarısız Driplingler,144.55,156.55,1,31.59,20.73
143,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,144.55,156.55,1,31.59,20.73
144,Galatasaray (29205),Serbest Vuruş hücumları,145.55,150.55,1,67.91,64.62
145,Caykur Rizespor (62850),Kontra Ataklar,146.55,157.55,1,13.07,30.2
146,Caykur Rizespor (62850),Faul,149.55,161.55,1,63.85,21.13
147,Galatasaray (29205),Yapılan Fauller,149.55,161.55,1,63.85,21.13
148,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),165.55,177.55,1,34.58,26.75
149,Galatasaray (29205),Paslar adresi bulanlar,165.55,177.55,1,34.58,26.75
150,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),167.55,179.55,1,37.8,14.66
151,Galatasaray (29205),Paslar adresi bulanlar,167.55,179.55,1,37.8,14.66
152,Galatasaray (29205),Set Hücumları,169.55,201.55,1,34.58,26.75
153,Galatasaray (29205),Başarılı İleri Paslar,172.55,184.55,1,32.78,24.39
154,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),172.55,184.55,1,32.78,24.39
155,Galatasaray (29205),Paslar adresi bulanlar,172.55,184.55,1,32.78,24.39
156,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),178.55,190.55,1,48.68,49.5
157,Galatasaray (29205),Paslar adresi bulanlar,178.55,190.55,1,48.68,49.5
158,Galatasaray (29205),Başarılı İleri Paslar,181.55,193.55,1,46.53,22.15
159,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),181.55,193.55,1,46.53,22.15
160,Galatasaray (29205),Paslar adresi bulanlar,181.55,193.55,1,46.53,22.15
161,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),184.55,196.55,1,61.7,13.87
162,Galatasaray (29205),Paslar adresi bulanlar,184.55,196.55,1,61.7,13.87
163,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),186.55,198.55,1,65.52,4.8
164,Galatasaray (29205),Paslar adresi bulanlar,186.55,198.55,1,65.52,4.8
165,Galatasaray (29205),Başarılı İleri Paslar,188.55,200.55,1,69.23,11.5
166,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),188.55,200.55,1,69.23,11.5
167,Galatasaray (29205),Paslar adresi bulanlar,188.55,200.55,1,69.23,11.5
168,Galatasaray (29205),İsabetli İlerletici Paslar,188.55,200.55,1,69.23,11.5
169,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),189.55,201.55,1,81.18,4.27
170,Galatasaray (29205),Paslar adresi bulanlar,189.55,201.55,1,81.18,4.27
171,Galatasaray (29205),Başarısız İleri Paslar,191.55,203.55,1,82.61,9.4
172,Galatasaray (29205),Başarısız İlerletici Paslar,191.55,203.55,1,82.61,9.4
173,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),191.55,203.55,1,82.61,9.4
174,Galatasaray (29205),Top Kaybı,191.55,203.55,1,99.22,8.21
175,Galatasaray (29205),İsabetsiz paslar,191.55,203.55,1,82.61,9.4
176,Caykur Rizespor (62850),Geri Kazanılan Toplar,193.55,205.55,1,5.78,59.79
177,Caykur Rizespor (62850),Başarılı İleri Paslar,197.55,209.55,1,6.26,59.65
178,Caykur Rizespor (62850),Paslar adresi bulanlar,197.55,209.55,1,6.26,59.65
179,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),197.55,209.55,1,6.26,59.65
180,Caykur Rizespor (62850),Uzun paslar,197.55,209.55,1,6.26,59.65
181,Caykur Rizespor (62850),İsabetli İlerletici Paslar,197.55,209.55,1,6.26,59.65
182,Galatasaray (29205),Başarılı hava topu mücadeleleri,199.55,211.55,1,56.92,16.37
183,Galatasaray (29205),Başarılı İkili Mücadeleler,199.55,211.55,1,56.92,16.37
184,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,199.55,211.55,1,56.92,16.37
185,Galatasaray (29205),Geri Kazanılan Toplar,199.55,211.55,1,56.92,16.37
186,Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,199.55,211.55,1,56.92,16.37
187,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),199.55,211.55,1,56.92,16.37
188,Galatasaray (29205),Paslar adresi bulanlar,199.55,211.55,1,56.92,16.37
189,Galatasaray (29205),Rakip sahada geri kazanılan toplar,199.55,211.55,1,56.92,16.37
190,Caykur Rizespor (62850),Top Kaybı,199.55,211.55,1,48.08,51.63
191,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,199.55,211.55,1,48.08,51.63
192,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),200.55,212.55,1,57.4,10.32
193,Galatasaray (29205),Paslar adresi bulanlar,200.55,212.55,1,57.4,10.32
194,Galatasaray (29205),Başarılı İleri Paslar,203.55,215.55,1,41.03,21.89
195,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),203.55,215.55,1,41.03,21.89
196,Galatasaray (29205),Paslar adresi bulanlar,203.55,215.55,1,41.03,21.89
197,Galatasaray (29205),Set Hücumları,203.55,232.55,1,56.92,16.37
198,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),209.55,221.55,1,48.8,39.11
199,Galatasaray (29205),Paslar adresi bulanlar,209.55,221.55,1,48.8,39.11
200,Galatasaray (29205),Başarılı İleri Paslar,211.55,223.55,1,49.39,16.63
201,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),211.55,223.55,1,49.39,16.63
202,Galatasaray (29205),Paslar adresi bulanlar,211.55,223.55,1,49.39,16.63
203,Galatasaray (29205),İsabetli İlerletici Paslar,211.55,223.55,1,49.39,16.63
204,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),214.55,226.55,1,66.84,5.85
205,Galatasaray (29205),Paslar adresi bulanlar,214.55,226.55,1,66.84,5.85
206,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),217.55,229.55,1,61.58,15.84
207,Galatasaray (29205),Paslar adresi bulanlar,217.55,229.55,1,61.58,15.84
208,Galatasaray (29205),Başarısız İleri Paslar,223.55,235.55,1,64.57,47.0
209,Galatasaray (29205),Başarısız İlerletici Paslar,223.55,235.55,1,64.57,47.0
210,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),223.55,235.55,1,64.57,47.0
211,Galatasaray (29205),Top Kaybı,223.55,235.55,1,87.75,23.34
212,Galatasaray (29205),İsabetsiz paslar,223.55,235.55,1,64.57,47.0
213,Caykur Rizespor (62850),Başarılı İleri Paslar,224.55,236.55,1,15.1,38.75
214,Caykur Rizespor (62850),Geri Kazanılan Toplar,224.55,236.55,1,15.1,38.75
215,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),224.55,236.55,1,15.1,38.75
216,Caykur Rizespor (62850),Paslar adresi bulanlar,224.55,236.55,1,15.1,38.75
217,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),225.55,237.55,1,30.51,42.69
218,Caykur Rizespor (62850),Paslar adresi bulanlar,225.55,237.55,1,30.51,42.69
219,Caykur Rizespor (62850),Başarılı driplingler,227.55,239.55,1,33.86,24.42
220,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,227.55,239.55,1,33.86,24.42
221,Galatasaray (29205),Başarısız Top Kapma,227.55,239.55,1,33.86,24.42
222,Galatasaray (29205),Başarısız İkili Mücadeleler,227.55,239.55,1,33.86,24.42
223,Caykur Rizespor (62850),Başarılı İleri Paslar,228.55,240.55,1,38.76,25.73
224,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),228.55,240.55,1,38.76,25.73
225,Caykur Rizespor (62850),Paslar adresi bulanlar,228.55,240.55,1,38.76,25.73
226,Caykur Rizespor (62850),Kontra Ataklar,228.55,242.55,1,15.1,38.75
227,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),229.55,241.55,1,45.45,29.67
228,Caykur Rizespor (62850),Paslar adresi bulanlar,229.55,241.55,1,45.45,29.67
229,Caykur Rizespor (62850),Başarılı İleri Paslar,230.55,242.55,1,37.09,31.25
230,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),230.55,242.55,1,37.09,31.25
231,Caykur Rizespor (62850),Paslar adresi bulanlar,230.55,242.55,1,37.09,31.25
232,Caykur Rizespor (62850),İsabetli İlerletici Paslar,230.55,242.55,1,37.09,31.25
233,Caykur Rizespor (62850),Başarısız İleri Paslar,232.55,244.55,1,55.61,53.21
234,Caykur Rizespor (62850),Başarısız İlerletici Paslar,232.55,244.55,1,55.61,53.21
235,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),232.55,244.55,1,55.61,53.21
236,Caykur Rizespor (62850),İsabetsiz paslar,232.55,244.55,1,55.61,53.21
237,Caykur Rizespor (62850),Ofsaytlar,234.55,246.55,1,70.9,55.97
238,Caykur Rizespor (62850),Top Kaybı,234.55,246.55,1,70.9,55.97
239,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),264.55,276.55,1,40.67,34.77
240,Galatasaray (29205),Paslar adresi bulanlar,264.55,276.55,1,40.67,34.77
241,Galatasaray (29205),Set Hücumları,268.55,329.55,1,40.67,34.77
242,Galatasaray (29205),Başarısız Uzun Toplar,269.55,281.55,1,53.81,16.5
243,Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),269.55,281.55,1,53.81,16.5
244,Galatasaray (29205),İsabetsiz paslar,269.55,281.55,1,53.81,16.5
245,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),272.55,284.55,1,34.46,4.82
246,Caykur Rizespor (62850),İsabetsiz paslar,272.55,284.55,1,34.46,4.82
247,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),275.55,287.55,1,68.15,53.32
248,Galatasaray (29205),Paslar adresi bulanlar,275.55,287.55,1,68.15,53.32
249,Galatasaray (29205),Başarılı İleri Paslar,277.55,289.55,1,57.52,61.86
250,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),277.55,289.55,1,57.52,61.86
251,Galatasaray (29205),Paslar adresi bulanlar,277.55,289.55,1,57.52,61.86
252,Galatasaray (29205),Başarılı İleri Paslar,282.55,294.55,1,61.58,53.58
253,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),282.55,294.55,1,70.42,40.95
254,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),282.55,294.55,1,61.58,53.58
255,Galatasaray (29205),Paslar adresi bulanlar,282.55,294.55,1,61.58,53.58
256,Galatasaray (29205),Paslar adresi bulanlar,282.55,294.55,1,70.42,40.95
257,Galatasaray (29205),İsabetli İlerletici Paslar,282.55,294.55,1,61.58,53.58
258,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),286.55,298.55,1,61.58,57.52
259,Galatasaray (29205),Paslar adresi bulanlar,286.55,298.55,1,61.58,57.52
260,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),289.55,301.55,1,61.46,46.74
261,Galatasaray (29205),Paslar adresi bulanlar,289.55,301.55,1,61.46,46.74
262,Galatasaray (29205),Top Taşıma,290.55,302.55,1,53.93,17.94
263,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),295.55,307.55,1,69.23,11.5
264,Galatasaray (29205),Paslar adresi bulanlar,295.55,307.55,1,69.23,11.5
265,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),299.55,311.55,1,59.19,10.58
266,Galatasaray (29205),Paslar adresi bulanlar,299.55,311.55,1,59.19,10.58
267,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),302.55,314.55,1,47.12,30.3
268,Galatasaray (29205),Paslar adresi bulanlar,302.55,314.55,1,47.12,30.3
269,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),304.55,316.55,1,46.17,51.34
270,Galatasaray (29205),Paslar adresi bulanlar,304.55,316.55,1,46.17,51.34
271,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),305.55,317.55,1,51.31,41.35
272,Galatasaray (29205),Paslar adresi bulanlar,305.55,317.55,1,51.31,41.35
273,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),306.55,318.55,1,42.58,48.06
274,Galatasaray (29205),Paslar adresi bulanlar,306.55,318.55,1,42.58,48.06
275,Galatasaray (29205),Başarılı İleri Paslar,312.55,324.55,1,27.05,32.41
276,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),312.55,324.55,1,27.05,32.41
277,Galatasaray (29205),Paslar adresi bulanlar,312.55,324.55,1,27.05,32.41
278,Galatasaray (29205),Başarısız İleri Paslar,315.55,327.55,1,45.45,36.75
279,Galatasaray (29205),Başarısız İlerletici Paslar,315.55,327.55,1,45.45,36.75
280,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),315.55,327.55,1,45.45,36.75
281,Galatasaray (29205),Top Kaybı,315.55,327.55,1,76.88,23.6
282,Galatasaray (29205),İsabetsiz paslar,315.55,327.55,1,45.45,36.75
283,Caykur Rizespor (62850),Geri Kazanılan Toplar,321.55,333.55,1,8.53,52.82
284,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),323.55,335.55,1,9.36,49.79
285,Caykur Rizespor (62850),Paslar adresi bulanlar,323.55,335.55,1,9.36,49.79
286,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),328.55,340.55,1,31.95,15.47
287,Caykur Rizespor (62850),Paslar adresi bulanlar,328.55,340.55,1,31.95,15.47
288,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),333.55,345.55,1,26.09,23.23
289,Caykur Rizespor (62850),Paslar adresi bulanlar,333.55,345.55,1,26.09,23.23
290,Caykur Rizespor (62850),Başarısız Uzun Toplar,335.55,347.55,1,31.47,1.67
291,Caykur Rizespor (62850),Başarısız İleri Paslar,335.55,347.55,1,31.47,1.67
292,Caykur Rizespor (62850),Başarısız İlerletici Paslar,335.55,347.55,1,31.47,1.67
293,Caykur Rizespor (62850),Top Kaybı,335.55,347.55,1,73.05,9.82
294,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),335.55,347.55,1,31.47,1.67
295,Caykur Rizespor (62850),İsabetsiz paslar,335.55,347.55,1,31.47,1.67
296,Galatasaray (29205),Geri Kazanılan Toplar,342.55,354.55,1,10.8,52.13
297,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),342.55,354.55,1,8.17,52.79
298,Galatasaray (29205),Paslar adresi bulanlar,342.55,354.55,1,8.17,52.79
299,Galatasaray (29205),Başarılı İleri Paslar,345.55,357.55,1,15.22,27.54
300,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),345.55,357.55,1,15.22,27.54
301,Galatasaray (29205),Paslar adresi bulanlar,345.55,357.55,1,15.22,27.54
302,Galatasaray (29205),Set Hücumları,346.55,399.55,1,8.17,52.79
303,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),348.55,360.55,1,28.6,21.1
304,Galatasaray (29205),Paslar adresi bulanlar,348.55,360.55,1,28.6,21.1
305,Galatasaray (29205),Başarılı İleri Paslar,352.55,364.55,1,38.76,5.45
306,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),352.55,364.55,1,38.76,5.45
307,Galatasaray (29205),Paslar adresi bulanlar,352.55,364.55,1,38.76,5.45
308,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),353.55,365.55,1,44.49,11.37
309,Galatasaray (29205),Paslar adresi bulanlar,353.55,365.55,1,44.49,11.37
310,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),356.55,368.55,1,37.92,19.26
311,Galatasaray (29205),Paslar adresi bulanlar,356.55,368.55,1,37.92,19.26
312,Galatasaray (29205),Başarılı İleri Paslar,359.55,371.55,1,38.88,48.58
313,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),359.55,371.55,1,38.88,48.58
314,Galatasaray (29205),Paslar adresi bulanlar,359.55,371.55,1,38.88,48.58
315,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),366.55,378.55,1,60.86,50.82
316,Galatasaray (29205),Paslar adresi bulanlar,366.55,378.55,1,60.86,50.82
317,Galatasaray (29205),Başarılı İleri Paslar,369.55,381.55,1,58.95,18.21
318,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),369.55,381.55,1,58.95,18.21
319,Galatasaray (29205),Paslar adresi bulanlar,369.55,381.55,1,58.95,18.21
320,Galatasaray (29205),İsabetli İlerletici Paslar,369.55,381.55,1,58.95,18.21
321,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),371.55,383.55,1,63.37,9.92
322,Galatasaray (29205),Paslar adresi bulanlar,371.55,383.55,1,63.37,9.92
323,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),374.55,386.55,1,54.17,23.47
324,Galatasaray (29205),Paslar adresi bulanlar,374.55,386.55,1,54.17,23.47
325,Galatasaray (29205),Başarılı İleri Paslar,375.55,387.55,1,43.9,34.51
326,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),375.55,387.55,1,43.9,34.51
327,Galatasaray (29205),Paslar adresi bulanlar,375.55,387.55,1,43.9,34.51
328,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),377.55,389.55,1,52.26,35.04
329,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),377.55,389.55,1,49.27,30.04
330,Galatasaray (29205),Paslar adresi bulanlar,377.55,389.55,1,49.27,30.04
331,Galatasaray (29205),Paslar adresi bulanlar,377.55,389.55,1,52.26,35.04
332,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),380.55,392.55,1,35.53,40.3
333,Galatasaray (29205),Paslar adresi bulanlar,380.55,392.55,1,35.53,40.3
334,Galatasaray (29205),Başarılı İleri Paslar,383.55,395.55,1,35.29,64.36
335,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),383.55,395.55,1,35.29,64.36
336,Galatasaray (29205),Paslar adresi bulanlar,383.55,395.55,1,35.29,64.36
337,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),384.55,396.55,1,49.03,63.97
338,Galatasaray (29205),Paslar adresi bulanlar,384.55,396.55,1,49.03,63.97
339,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),386.55,398.55,1,57.64,48.98
340,Galatasaray (29205),Paslar adresi bulanlar,386.55,398.55,1,57.64,48.98
341,Galatasaray (29205),Başarılı İleri Paslar,388.55,400.55,1,63.01,60.81
342,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),388.55,400.55,1,63.01,60.81
343,Galatasaray (29205),Paslar adresi bulanlar,388.55,400.55,1,63.01,60.81
344,Galatasaray (29205),Kötü top kontrolü,390.55,402.55,1,68.99,66.2
345,Galatasaray (29205),Top Kaybı,390.55,402.55,1,68.99,66.2
346,Caykur Rizespor (62850),Başarılı İleri Paslar,412.55,424.55,1,31.83,1.93
347,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),412.55,424.55,1,31.83,1.93
348,Caykur Rizespor (62850),Paslar adresi bulanlar,412.55,424.55,1,31.83,1.93
349,Caykur Rizespor (62850),İsabetli İlerletici Paslar,412.55,424.55,1,31.83,1.93
350,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),415.55,427.55,1,54.89,6.27
351,Caykur Rizespor (62850),Paslar adresi bulanlar,415.55,427.55,1,54.89,6.27
352,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),416.55,428.55,1,47.48,14.03
353,Caykur Rizespor (62850),Paslar adresi bulanlar,416.55,428.55,1,47.48,14.03
354,Caykur Rizespor (62850),Set Hücumları,416.55,435.55,1,31.83,1.93
355,Caykur Rizespor (62850),Şutla biten set hücumları,416.55,435.55,1,31.83,1.93
356,Caykur Rizespor (62850),Top Taşıma,419.55,431.55,1,58.71,50.71
357,Caykur Rizespor (62850),Başarılı İleri Paslar,424.55,436.55,1,82.49,50.45
358,Caykur Rizespor (62850),Ceza sahasına / İsabetli,424.55,436.55,1,82.49,50.45
359,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),424.55,436.55,1,82.49,50.45
360,Caykur Rizespor (62850),Paslar adresi bulanlar,424.55,436.55,1,82.49,50.45
361,Caykur Rizespor (62850),İsabetli Kilit Paslar,424.55,436.55,1,82.49,50.45
362,Caykur Rizespor (62850),İsabetli Ortalar,424.55,436.55,1,82.49,50.45
363,Caykur Rizespor (62850),İsabetli İlerletici Paslar,424.55,436.55,1,82.49,50.45
364,Caykur Rizespor (62850),Pozisyonlar,426.55,438.55,1,99.1,23.76
365,Caykur Rizespor (62850),İsabetsiz Şutlar,426.55,438.55,1,99.1,23.76
366,Caykur Rizespor (62850),Şut,426.55,438.55,1,99.1,23.76
367,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),443.55,455.55,1,49.27,46.08
368,Galatasaray (29205),Paslar adresi bulanlar,443.55,455.55,1,49.27,46.08
369,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),447.55,459.55,1,54.77,15.71
370,Galatasaray (29205),Paslar adresi bulanlar,447.55,459.55,1,54.77,15.71
371,Galatasaray (29205),Set Hücumları,447.55,473.55,1,49.27,46.08
